_orig_index,text,clean_text_sample,text_sentiment
1471,We are making history and in 50 years from now economists will look back to understand their economic predicament! #Recession #depression #stockmarketcrash #HousingCrisis #markets #thisistheway,We are making history and in 50 years from now economists will look back to understand their economic predicament! #Recession #depression #stockmarketcrash #HousingCrisis #markets #thisistheway,0
1472,"We are that stage of #StockMarket where #Traders become #Investors and Investors become Traders!

#TradersDiary #stockmarketcrash #StockMarketindia",We are that stage of #StockMarket where #Traders become #Investors and Investors become Traders! #TradersDiary #stockmarketcrash #StockMarketindia,0
1473,"We can never stop #MentalProtocol family. Always working on big things. We have truly welcomed the #bearmarket so our fam can load up on $MEN. The nice thing about the current market, WE CAN ONLY GO UP in the next few months. #crypto #metaverse #nft #Menbiotes #P2E","We can never stop #MentalProtocol family. Always working on big things. We have truly welcomed the #bearmarket so our fam can load up on <TICKER> . The nice thing about the current market, WE CAN ONLY GO UP in the next few months. #crypto #metaverse #nft #Menbiotes #P2E",1
1474,"We did it , Joe! #stockmarketcrash #1923 Fuck anyone who voted for that globalist piece of shit","We did it , Joe! #stockmarketcrash #1923 Fuck anyone who voted for that globalist piece of shit",2
1475,"We need MSP (minimum support price) for the #StockMarket 
.
.
#StockMarketIndia #StockMarketCrash #Nifty #Sensex #Investing #Trading #BankNifty",We need MSP (minimum support price) for the #StockMarket . . #StockMarketIndia #StockMarketCrash #Nifty #Sensex #Investing #Trading #BankNifty,1
1476,"We need to play to the algorithm. We need cordinated tweet storms focused @ 1 community at a time. They see hex survives this bear apoc, they will come. Come together, pick a month, pick a different community each month, ones that wont survive this #bearmarket. Low hanging fruit.","We need to play to the algorithm. We need cordinated tweet storms focused @ 1 community at a time. They see hex survives this bear apoc, they will come. Come together, pick a month, pick a different community each month, ones that wont survive this #bearmarket. Low hanging fruit.",1
1477,We should all join together on telegram or discord for this #bearmarket and prepare next bullrun. I really want to do it.,We should all join together on telegram or discord for this #bearmarket and prepare next bullrun. I really want to do it.,1
1478,"We should sue all Biden voters who helped put us in this situation with #Stockmarketcrash and war with Ukraine/Russia,  and distribute their money from the lawsuit to everyone else.  Fair, right?  

NATO Taiwan  #VoteEVERYDemocratOut #BidenIsAFailure","We should sue all Biden voters who helped put us in this situation with #Stockmarketcrash and war with Ukraine/Russia, and distribute their money from the lawsuit to everyone else. Fair, right? NATO Taiwan #VoteEVERYDemocratOut #BidenIsAFailure",2
1479,"We welcome all @AzukiOfficial friends! 
iNFTspace is a stable and wonderful platform for all NFT artists, collectors, and fans__
#Azuki #NFTs #nftart #Crypto #bearmarket","We welcome all <USER> friends! iNFTspace is a stable and wonderful platform for all NFT artists, collectors, and fans__ #Azuki #NFTs #nftart #Crypto #bearmarket",1
1480,Welcome to #bearmarket,Welcome to #bearmarket,1
1481,"Welcome to Fed day! 

There have been many major events in the #stockmarket this week, &amp; it's not over yet. 

To name a few:

__The S&amp;P officially closed in a #bearmarket
__New 2022 lows in the #SPX500, #NASDAQ , &amp; #DowJones 
__#FederalReserve potential 75 bps hike?
...
1/","Welcome to Fed day! There have been many major events in the #stockmarket this week, &amp; it's not over yet. To name a few: __The S&amp;P officially closed in a #bearmarket __New 2022 lows in the #SPX500, #NASDAQ , &amp; #DowJones __#FederalReserve potential 75 bps hike? ... 1/",1
1482,"Well. The yield curve has officially inverted, kids. I hope everyone's been saying their prayers and tithing like good Catholics, yo! #stockmarketcrash #bearmarket #inflation #jeromepowell","Well. The yield curve has officially inverted, kids. I hope everyone's been saying their prayers and tithing like good Catholics, yo! #stockmarketcrash #bearmarket #inflation #jeromepowell",1
1483,"WhIlE ThE #dOwJoNeS IsN'T OfFiCiAlLy iN A #bEaRmArKeT, iTs 19.1% dEcLiNe hAs aLrEaDy sEt a rEcOrD. tHe dOw dRoPpEd 11 OuT Of 12 WeEkS, bReAkInG ThE ReCoRd oF FaLlInG 10 oUt oF 11 wEeKs bAcK In 1929. tHaT BeGaN ThE GrEaT #dEpReSsIoN. tHiS BeGiNs a gReAtEr iNfLaTiOnArY DePrEsSiOn.","WhIlE ThE #dOwJoNeS IsN'T OfFiCiAlLy iN A #bEaRmArKeT, iTs 19.1% dEcLiNe hAs aLrEaDy sEt a rEcOrD. tHe dOw dRoPpEd 11 OuT Of 12 WeEkS, bReAkInG ThE ReCoRd oF FaLlInG 10 oUt oF 11 wEeKs bAcK In 1929. tHaT BeGaN ThE GrEaT #dEpReSsIoN. tHiS BeGiNs a gReAtEr iNfLaTiOnArY DePrEsSiOn.",1
1484,"What a great time to be alive _______ï¸.
#bears #bearmarket  #bnb #bnbears #nft #nfts",What a great time to be alive _______ï ̧. #bears #bearmarket #bnb #bnbears #nft #nfts,1
1485,"What a wild week. My partner, family, and friends all think I'm crazy but I'm buying the heck out of this bear market. Scared money don't make money. __
#bearmarket #bullish #Cryptocrash","What a wild week. My partner, family, and friends all think I'm crazy but I'm buying the heck out of this bear market. Scared money don't make money. __ #bearmarket #bullish #Cryptocrash",2
1486,What advice would you give to a newbie who entered a #bearmarket?,What advice would you give to a newbie who entered a #bearmarket?,0
1487,What are peoples thoughts on whether or not #sorare cards (generally speaking) can hold and keep growing through a #crypto #bearmarket in Fiat value? Or will the #eth drop be reflective in the prices?,What are peoples thoughts on whether or not #sorare cards (generally speaking) can hold and keep growing through a #crypto #bearmarket in Fiat value? Or will the #eth drop be reflective in the prices?,1
1488,What are some puts for the week? We__e back to a #bearmarket,What are some puts for the week? We__e back to a #bearmarket,0
1489,"What are the projects that have gone up are stayed stable during this bear ? My only one is @HunnysNFT 
#NFTCommunity  #bearmarket",What are the projects that have gone up are stayed stable during this bear ? My only one is <USER> #NFTCommunity #bearmarket,1
1490,What are you buying in this #bearmarket $xrp $shib $hbar ?what are you #hodling,What are you buying in this #bearmarket <TICKER> <TICKER> <TICKER> ?what are you #hodling,0
1491,"What are you doing with your SIPs in the current market situation?

#StockMarket #stockmarketcrash",What are you doing with your SIPs in the current market situation? #StockMarket #stockmarketcrash,0
1492,"What are you going to do in this #cryptocrash?

#bitcoin #buythedip #cryptocrash #bearmarket #crypto #cryptocurrency #cryptonews #CryptocurrencyNews #CryptoMarket #hodl #cryptocurrecy #BTC #ETH #cryptocurrencies",What are you going to do in this #cryptocrash? #bitcoin #buythedip #cryptocrash #bearmarket #crypto #cryptocurrency #cryptonews #CryptocurrencyNews #CryptoMarket #hodl #cryptocurrecy #BTC #ETH #cryptocurrencies,0
1493,"What do all #investors, who are loosing a shit load of money due to the #stock market, do right now? 

Asking for advice as I started #investing recently and have a bunch of savings in my account.

#stockmarketcrash #stockmarkets","What do all #investors, who are loosing a shit load of money due to the #stock market, do right now? Asking for advice as I started #investing recently and have a bunch of savings in my account. #stockmarketcrash #stockmarkets",2
1494,What do y__ll think about $LUNA? Do you think it can make a come back or did the depegging situation with UST kill it? #Terra #crypto #bearmarket,What do y__ll think about <TICKER> ? Do you think it can make a come back or did the depegging situation with UST kill it? #Terra #crypto #bearmarket,2
1495,"What do you guys think of at $250 mint in this market. 

Is it too high? 

$NIO #bearmarket",What do you guys think of at $250 mint in this market. Is it too high? <TICKER> #bearmarket,0
1496,"What do you think of nifty for tomorrow's market session?
#StockMarket #stockmarketcrash #stockmarketindia #nifty",What do you think of nifty for tomorrow's market session? #StockMarket #stockmarketcrash #stockmarketindia #nifty,1
1497,"What happened to #terra and #ust could happen to any coin/token yes or on?
#LUNAtics #BurnLuna #bearmarket #cryptoisdown #cryptotrading",What happened to #terra and #ust could happen to any coin/token yes or on? #LUNAtics #BurnLuna #bearmarket #cryptoisdown #cryptotrading,1
1498,"What if it's Mester, and not JPow, who brings down the market? $SPY $QQQ #stockmarketcrash","What if it's Mester, and not JPow, who brings down the market? <TICKER> <TICKER> #stockmarketcrash",0
1499,What is happening with the @opensea sales???? #nft #bearmarket,What is happening with the <USER> sales???? #nft #bearmarket,0
1500,"What is the maximum downside are you expecting in Nifty and Sensex?

#investing #stockmarketcrash",What is the maximum downside are you expecting in Nifty and Sensex? #investing #stockmarketcrash,1
1501,What price do you want Bitcoin to hit this week #buythedip #HODL #BTC #BitcoinCrash #bearmarket #CryptocurrencyNews,What price do you want Bitcoin to hit this week #buythedip #HODL #BTC #BitcoinCrash #bearmarket #CryptocurrencyNews,1
1502,What stocks/cryptos/NFTs are you looking forward to buying most during this current __ip_ in the markets? #NFTCommunity #crytocurrency #Crypto #StockMarket #NFTs #CryptoNews #stockmarketcrash #cryptotrading,What stocks/cryptos/NFTs are you looking forward to buying most during this current __ip_ in the markets? #NFTCommunity #crytocurrency #Crypto #StockMarket #NFTs #CryptoNews #stockmarketcrash #cryptotrading,0
1503,What to do in a #bearmarket ?__,What to do in a #bearmarket ?__,0
1504,"What total marketcap will be the bottom of the #crypto market? __

#bearmarket #cryptotrading #cryptocurrencies",What total marketcap will be the bottom of the #crypto market? __ #bearmarket #cryptotrading #cryptocurrencies,0
1505,"What will happen to Crypto Industry if tomorrow all miners stop recognising Bitcoin__ store of value preposition!
#Bitcoin #web3 #altcoin #bearmarket #NFT #DAO",What will happen to Crypto Industry if tomorrow all miners stop recognising Bitcoin__ store of value preposition! #Bitcoin #web3 #altcoin #bearmarket #NFT #DAO,1
1506,"What would happen if most of the money in your hand stayed in $xcad during the entire #bearmarket? With #bitcoin heading towards 25k, $xcad is only 50% down from its ATH.","What would happen if most of the money in your hand stayed in <TICKER> during the entire #bearmarket? With #bitcoin heading towards 25k, <TICKER> is only 50% down from its ATH.",1
1507,"What's happening the past few months is a huge lesson for all of us! Keep calm, educate yourselves and #DYOR. Always remember to only invest what you can afford to lose. 
#Cryptocrash #terraluna #stockmarketcrash","What's happening the past few months is a huge lesson for all of us! Keep calm, educate yourselves and #DYOR. Always remember to only invest what you can afford to lose. #Cryptocrash #terraluna #stockmarketcrash",1
1508,"What's more popular?

#stockmarketcrash",What's more popular? #stockmarketcrash,1
1509,"What's the most craziest #ibedc bill you have ever received?..I will start my husband workshop just received a Bill of 375k for two weeks of connection,for the 5-6hrs of light they give us at night.#ibedc #MultiverseOfMadness #stockmarketcrash #smallbusinessstruggles","What's the most craziest #ibedc bill you have ever received?..I will start my husband workshop just received a Bill of 375k for two weeks of connection,for the 5-6hrs of light they give us at night.#ibedc #MultiverseOfMadness #stockmarketcrash #smallbusinessstruggles",2
1510,"What's your investing principles? I had half of my portfolio ready to sell this morning to prepare for ""the fall"". I canceled the sale 5 minutes before market opened because I remembered. I'm a long term investor, not a trader.
#buythedip #stockmarketcrash #stockmarkets #HODL","What's your investing principles? I had half of my portfolio ready to sell this morning to prepare for ""the fall"". I canceled the sale 5 minutes before market opened because I remembered. I'm a long term investor, not a trader. #buythedip #stockmarketcrash #stockmarkets #HODL",1
1511,"What's your prediction for the #crypto market in June? 

__ or __?

#bearmarket #cryptoworld #cryptoinvestor #investingph",What's your prediction for the #crypto market in June? __ or __? #bearmarket #cryptoworld #cryptoinvestor #investingph,0
1512,What__ got better growth potential #Bitcoin #ETH #BTC #altcoinseason #growth #stockmarketcrash,What__ got better growth potential #Bitcoin #ETH #BTC #altcoinseason #growth #stockmarketcrash,1
1513,"What__ happening
Soccer
Â·
Starts at 3:45 PM
Tottenham Hotspur vs Arsenal FC
CNBC
Â·
4 hours ago
More than $200 billion erased from entire crypto market in a day as sell-off intensifies
Trending with #stockmarketcrash
Entertainment Â· Trending
Bill Maher",What__ happening Soccer Â· Starts at 3:45 PM Tottenham Hotspur vs Arsenal FC CNBC Â· 4 hours ago More than $200 billion erased from entire crypto market in a day as sell-off intensifies Trending with #stockmarketcrash Entertainment Â· Trending Bill Maher,1
1514,What__ that noise you say? Oh that__ the gears to J-pows money printer starting to fire up __ #thefed #RussiaUkraineConflict #stockmarketcrash #StockMarket,What__ that noise you say? Oh that__ the gears to J-pows money printer starting to fire up __ #thefed #RussiaUkraineConflict #stockmarketcrash #StockMarket,2
1515,"When #US #Treasuries and #Bunds finally get a bid, amid a huge #hiking cycle from the #FED that's about to begin and a soaring #inflation: you know that #stocks are in real trouble...

#Markets #Trading #stockmarketcrash #StockMarket #SPX #SPY #ES_F $SPX $SPY #NQ_F","When #US #Treasuries and #Bunds finally get a bid, amid a huge #hiking cycle from the #FED that's about to begin and a soaring #inflation: you know that #stocks are in real trouble... #Markets #Trading #stockmarketcrash #StockMarket #SPX #SPY #ES_F <TICKER> <TICKER> #NQ_F",1
1516,"When Michael Burry predicts something, please take that into account. The guy is dangerous, that way.

He had already predicted the #stockmarketcrash. Also, he's currently shorting Apple stocks. However, Warren Buffett is still investing in Apple. One of them is really wrong.","When Michael Burry predicts something, please take that into account. The guy is dangerous, that way. He had already predicted the #stockmarketcrash. Also, he's currently shorting Apple stocks. However, Warren Buffett is still investing in Apple. One of them is really wrong.",2
1517,"When US sneeze, whole world catches cold.
#stockmarketcrash","When US sneeze, whole world catches cold. #stockmarketcrash",0
1518,"When economic policy consists of printing Trillions of unneeded $ fueling artificial demand when the crisis was over, then skyrocket #oil  #gasprices with your #greenenergy policy fairytales you will crash the economy &amp; markets. It basic econ, not rocket science #stockmarketcrash","When economic policy consists of printing Trillions of unneeded $ fueling artificial demand when the crisis was over, then skyrocket #oil #gasprices with your #greenenergy policy fairytales you will crash the economy &amp; markets. It basic econ, not rocket science #stockmarketcrash",2
1519,"When everyone feel bullish at support, then you should be the one  to be careful about the exchange of SUPPORT INTO RESISTANCE 

#bearmarket #btc #bitcoin","When everyone feel bullish at support, then you should be the one to be careful about the exchange of SUPPORT INTO RESISTANCE #bearmarket #btc #bitcoin",1
1520,When i found out that @LEVIS started making sneakers i ran to the bank and took all my money out and hid it under my mattress...(tgj) #stockmarketcrash,When i found out that <USER> started making sneakers i ran to the bank and took all my money out and hid it under my mattress...(tgj) #stockmarketcrash,2
1521,"When it's a bear market, you don't buy breakouts, period! #stockmarketcrash #edutwitter","When it's a bear market, you don't buy breakouts, period! #stockmarketcrash #edutwitter",0
1522,"When media says something big is going to happen in the market, understand that means __ED_.. 
- hope that helps-
#Trader #memecoin #stockmarkets #ALTSEASON #BearMarket","When media says something big is going to happen in the market, understand that means __ED_.. - hope that helps- #Trader #memecoin #stockmarkets #ALTSEASON #BearMarket",1
1523,"When the #stockmarkets crash, just know that your #stonks will crash much harder. It's a reality many gullible ones do not want to realize.

HFSP, lol.

#crypto #stockmarketcrash","When the #stockmarkets crash, just know that your #stonks will crash much harder. It's a reality many gullible ones do not want to realize. HFSP, lol. #crypto #stockmarketcrash",2
1524,"When this hashtag is trending you have an automatic short-term buy signal. Should be good for a 10 day rally, at a minimum. #stockmarketcrash","When this hashtag is trending you have an automatic short-term buy signal. Should be good for a 10 day rally, at a minimum. #stockmarketcrash",1
1525,"When trump holds his first rally in iowa after announcing re election bid and gets 50k attendees, male liberals will be shaking in their dresses #stockmarketcrash","When trump holds his first rally in iowa after announcing re election bid and gets 50k attendees, male liberals will be shaking in their dresses #stockmarketcrash",2
1526,When will people realize there is no such thing as a __et rich fast_ investment? Grow your money over long term. Don__ try to predict the market. Stop buying shit you don__ need. @Noahpinion what did I leave out? #stockmarketcrash #Cryptocrash #Bitcoin,When will people realize there is no such thing as a __et rich fast_ investment? Grow your money over long term. Don__ try to predict the market. Stop buying shit you don__ need. <USER> what did I leave out? #stockmarketcrash #Cryptocrash #Bitcoin,2
1527,When you think you__e getting good at trading but #BTC proves you wrong _¤¡ #bearmarket,When you think you__e getting good at trading but #BTC proves you wrong _¤¡ #bearmarket,2
1528,When's the panic buying start #worldwar3 #stockmarketcrash,When's the panic buying start #worldwar3 #stockmarketcrash,2
1529,"Where are the complex options traders at?I would love to build a small network or group, not many of us tweet about it.If you are drop a line below.

#OptionsTrading #Optionselling #SPX  #spy #VIX #StockMarket #cboe #chicago #stocktrading #NDX #NewYork #Futures #stockmarketcrash","Where are the complex options traders at?I would love to build a small network or group, not many of us tweet about it.If you are drop a line below. #OptionsTrading #Optionselling #SPX #spy #VIX #StockMarket #cboe #chicago #stocktrading #NDX #NewYork #Futures #stockmarketcrash",1
1530,Where are those stock market experts when market falls why can't you people  post that you were losing or gaining and give targets. #stockmarketcrash #experts #stockmarketexperts #investingagencies,Where are those stock market experts when market falls why can't you people post that you were losing or gaining and give targets. #stockmarketcrash #experts #stockmarketexperts #investingagencies,1
1531,Where are those youtubers and tweet guys talking about #btc goin to 100K this week _¤£_¤£_¤£_¤£ #BitcoinCrash #Cryptocrash #BTC #cryptotrading #REKT #cryptocurrency #bearmarket #CryptoNews,Where are those youtubers and tweet guys talking about #btc goin to 100K this week _¤£_¤£_¤£_¤£ #BitcoinCrash #Cryptocrash #BTC #cryptotrading #REKT #cryptocurrency #bearmarket #CryptoNews,0
1532,Where are we going to find support for Bitcoin #btc? Is this the bottom line? #Cryptocrash #cryptocurrency #ETH #altcoin #bearrish #bearmarket #HODL,Where are we going to find support for Bitcoin #btc? Is this the bottom line? #Cryptocrash #cryptocurrency #ETH #altcoin #bearrish #bearmarket #HODL,1
1533,Where do you see crypto going in the future?! #crypto #btc #eth #bearmarket #Bullish,Where do you see crypto going in the future?! #crypto #btc #eth #bearmarket #Bullish,0
1534,"Where do you see the bottom #Bitcoin? 

$BTC
#Cryptos
#BitcoinCrash
#bearmarket
#Ethereum
#BTC",Where do you see the bottom #Bitcoin? <TICKER> #Cryptos #BitcoinCrash #bearmarket #Ethereum #BTC,0
1535,"Whew!! One 'mean tweet' about the #stockmarketcrash  and I've met my @RealJamesWoods quota of blocked liberals in less than an hour.

#winning #MAGA",Whew!! One 'mean tweet' about the #stockmarketcrash and I've met my <USER> quota of blocked liberals in less than an hour. #winning #MAGA,2
1536,Which #crypto sector are you looking forward to growing stronger during this #bearmarket?,Which #crypto sector are you looking forward to growing stronger during this #bearmarket?,1
1537,Which #crypto would you hold through the #bearmarket?,Which #crypto would you hold through the #bearmarket?,0
1538,"Which #cryptocurrency is the outliers now during this #bearmarket ?

This should be #JUNO @JunoNetwork 

Why?  It 2ly correlates with #Bitcoin and all #altcoin except #LUNA @terra_money 

#investments #Crypto",Which #cryptocurrency is the outliers now during this #bearmarket ? This should be #JUNO <USER> Why? It 2ly correlates with #Bitcoin and all #altcoin except #LUNA <USER> #investments #Crypto,0
1539,"Which is gonna hit $1 first, $LUNA or $UST? LOLz

#CryptoMeltdown #VC #LUNA #BearMarket #Cardano #ADA","Which is gonna hit $1 first, <TICKER> or <TICKER> ? LOLz #CryptoMeltdown #VC #LUNA #BearMarket #Cardano #ADA",1
1540,"Which of these is most volatile right now?

#cryptocurrencies #Bullish #daytrading #StockMarketindia #bearmarket #Cryptoverse #stockmarketcrash #stock #StockMarket",Which of these is most volatile right now? #cryptocurrencies #Bullish #daytrading #StockMarketindia #bearmarket #Cryptoverse #stockmarketcrash #stock #StockMarket,0
1541,"Which one hits 0 first?

#fintwitter #stockmarketcrash",Which one hits 0 first? #fintwitter #stockmarketcrash,0
1542,Which one is the best stock in gaming industry? #stockmarkets #stockmarketcrash #StockMarketindia #OptionsTrading #TRADINGTIPS #sensex #nse #NiftyBank #NIFTYFUTURE #nifty50 #investment,Which one is the best stock in gaming industry? #stockmarkets #stockmarketcrash #StockMarketindia #OptionsTrading #TRADINGTIPS #sensex #nse #NiftyBank #NIFTYFUTURE #nifty50 #investment,1
1543,"Which one to buy, suddenly seeing value in every stock. Feeling high. #nifty50 #stockmarketcrash","Which one to buy, suddenly seeing value in every stock. Feeling high. #nifty50 #stockmarketcrash",1
1544,Which one will fall maximum #stockmarketcrash,Which one will fall maximum #stockmarketcrash,0
1545,Who are the best NFT &amp; Crypto #bearmarket #Traders out there?,Who are the best NFT &amp; Crypto #bearmarket #Traders out there?,1
1546,"Who doesn't want to increase their company's profits?
Isn't that what we all do?
One of the reasons to increase your profitability is to franchise your firm.
#bitcoincrash #stockmarketcrash #Sensex #nifty #franchise #india #adani",Who doesn't want to increase their company's profits? Isn't that what we all do? One of the reasons to increase your profitability is to franchise your firm. #bitcoincrash #stockmarketcrash #Sensex #nifty #franchise #india #adani,1
1547,"Who else will enjoy a nice, red crypto weekend after a nice red 4 months_¤£_¤£_¤£__

#bitcoin #REKT #bearmarket #altcoin","Who else will enjoy a nice, red crypto weekend after a nice red 4 months_¤£_¤£_¤£__ #bitcoin #REKT #bearmarket #altcoin",1
1548,Who have confidence they are buying some bargain prices also lots say some shares u can__ grab that prices so who are bought they are keep with confidence #CSE #stockmarketcrash #trading #markets,Who have confidence they are buying some bargain prices also lots say some shares u can__ grab that prices so who are bought they are keep with confidence #CSE #stockmarketcrash #trading #markets,1
1549,Who let the bears out ? ____ #bearmarket #btc #Bitcoin #blockchain #cryptocrash,Who let the bears out ? ____ #bearmarket #btc #Bitcoin #blockchain #cryptocrash,0
1550,"Who will survive the bear:

- sustainable DeFi &amp; NFT
- NFT membership 
- NFT consumables 
- Practical DAO infrastructure 

Anticipate interesting narratives around these ideas

#bearmarket #web3 #blockchain #Metaverse #DeFi #CryptoNews",Who will survive the bear: - sustainable DeFi &amp; NFT - NFT membership - NFT consumables - Practical DAO infrastructure Anticipate interesting narratives around these ideas #bearmarket #web3 #blockchain #Metaverse #DeFi #CryptoNews,1
1551,Why are people still fomoing into to these coins when they first drop? Even in the bull it didn't go well. #Optimism will probably be a good pick long term but we are in a #bearmarket and it has a supply of 4 bil some odd coins.Come on fellas. Buy cheaper l8r,Why are people still fomoing into to these coins when they first drop? Even in the bull it didn't go well. #Optimism will probably be a good pick long term but we are in a #bearmarket and it has a supply of 4 bil some odd coins.Come on fellas. Buy cheaper l8r,2
1552,"Why did #markets collapse yesterday?__
__
__ #BTC dropped below $23K, its lowest level since Dec2020 (current price: $22.1K @coingecko)
__ @CelsiusNetwork paused all withdrawals, exchanges, &amp; transfers between accounts __ue to extreme market conditions_
#bearmarket #Cryptocrash","Why did #markets collapse yesterday?__ __ __ #BTC dropped below $23K, its lowest level since Dec2020 (current price: $22.1K <USER> ) __ <USER> paused all withdrawals, exchanges, &amp; transfers between accounts __ue to extreme market conditions_ #bearmarket #Cryptocrash",2
1553,Why did crypto crash? Any thoughtful answers? Macroeconomic reasons? Russia waging war and jarring the world economy? Is it a natural correction in response to a frothy hype-beast speculative space? Thoughts? #BitcoinCrash #stockmarketcrash #Crypto #NFTCommunity,Why did crypto crash? Any thoughtful answers? Macroeconomic reasons? Russia waging war and jarring the world economy? Is it a natural correction in response to a frothy hype-beast speculative space? Thoughts? #BitcoinCrash #stockmarketcrash #Crypto #NFTCommunity,2
1554,"Why didnt you start offing #crypto and stocks when this started. Its be warned for months, do you read? #stockmarketcrash","Why didnt you start offing #crypto and stocks when this started. Its be warned for months, do you read? #stockmarketcrash",2
1555,Why do all of you care what a CEO makes. They took the risk that none of you did. Put up time and capital. Is this really what y__ll talk about now? Some of you should step outside. More to life than Twitter __ #bearmarket #stackcash #unload #BIGBAG,Why do all of you care what a CEO makes. They took the risk that none of you did. Put up time and capital. Is this really what y__ll talk about now? Some of you should step outside. More to life than Twitter __ #bearmarket #stackcash #unload #BIGBAG,1
1556,Why does Hollywood hate Peloton so much? __ #Peloton #bodybuilding #fitness #stockmarketcrash,Why does Hollywood hate Peloton so much? __ #Peloton #bodybuilding #fitness #stockmarketcrash,2
1557,"Why is #ChambalFertilizers falling so much?
#StockMarket #stockmarketcrash #fertilizerstocks",Why is #ChambalFertilizers falling so much? #StockMarket #stockmarketcrash #fertilizerstocks,2
1558,"Why is Indian stocks behaving like cryptos __
#StockMarket #stockmarketcrash",Why is Indian stocks behaving like cryptos __ #StockMarket #stockmarketcrash,1
1559,"Why is it that every time I say i kiss men i get called ""gay"" but when my mom kisses men shes called ""straight"" #stockmarketcrash","Why is it that every time I say i kiss men i get called ""gay"" but when my mom kisses men shes called ""straight"" #stockmarketcrash",1
1560,"Why so much pump today in market? Did money moved from russian market to US and created short squeeze? 
#stockmarkets #stocks #stockmarketcrash $tsla #Tesla",Why so much pump today in market? Did money moved from russian market to US and created short squeeze? #stockmarkets #stocks #stockmarketcrash <TICKER> #Tesla,1
1561,"Will #BitcoinCrash ever? 

#Cryptocrash #CryptocurrencyNews #CryptoMarket #bearmarket #Cryptos #altcoins #BTC",Will #BitcoinCrash ever? #Cryptocrash #CryptocurrencyNews #CryptoMarket #bearmarket #Cryptos #altcoins #BTC,0
1562,Will $NEAR be in the top 10? Is it a good investment? #cryptocurrency  Will it survive the #BearMarket ? #cryptotrading,Will <TICKER> be in the top 10? Is it a good investment? #cryptocurrency Will it survive the #BearMarket ? #cryptotrading,1
1563,"Will I ever be able to break even with #Cartrade and #GLS?? 

#nifty50 #stockmarketcrash",Will I ever be able to break even with #Cartrade and #GLS?? #nifty50 #stockmarketcrash,0
1564,Will markets be red or green Tuesday after the holiday weekend? #Crypto #altcoin #bearmarket #stockmarketcrash #Celsius #btc #eth,Will markets be red or green Tuesday after the holiday weekend? #Crypto #altcoin #bearmarket #stockmarketcrash #Celsius #btc #eth,1
1565,Will the Markets continue the down trend? #stockmarkets #stockmarketcrash,Will the Markets continue the down trend? #stockmarkets #stockmarketcrash,0
1566,Winter is coming #bearmarket,Winter is coming #bearmarket,0
1567,With all this talk about a #bearmarket I've decided to think long and hard about what's important for #DeFi  during these sideways times. I've come up with a  checklist and strategy to help me and you though these times of turbulence. NFA,With all this talk about a #bearmarket I've decided to think long and hard about what's important for #DeFi during these sideways times. I've come up with a checklist and strategy to help me and you though these times of turbulence. NFA,1
1568,"With expectations about interest rates, this #bearmarket can drag on for a while, even years. I will not consider investing without a proper equity risk premium over fed funds. There might be some bargains down the road, so don't use all dry powder now, be prepared.","With expectations about interest rates, this #bearmarket can drag on for a while, even years. I will not consider investing without a proper equity risk premium over fed funds. There might be some bargains down the road, so don't use all dry powder now, be prepared.",1
1569,"With the Covid recession and the recession we are most likely in/headed to right now, is this the fastest back-to-back recession__ in history?

#Recession #inflation #Stock Market #economy #stockmarketcrash","With the Covid recession and the recession we are most likely in/headed to right now, is this the fastest back-to-back recession__ in history? #Recession #inflation #Stock Market #economy #stockmarketcrash",2
1570,"Woke up with the news of #stockmarketcrash and #worldwar3 

Are with done with #COVID19 already ?
Ready for new #war __",Woke up with the news of #stockmarketcrash and #worldwar3 Are with done with #COVID19 already ? Ready for new #war __,1
1571,Word of the summer season __apitulation_. I__e never heard it mentioned so much on YouTube  in the past week. #crypto #capitulation #terra #bearmarket,Word of the summer season __apitulation_. I__e never heard it mentioned so much on YouTube in the past week. #crypto #capitulation #terra #bearmarket,0
1572,"Worried about the stock market's recent plunge?

Don't. Panic. 

Losses are normal. Corrections are normal. 

And, if we get there, bear markets are normal too.

#stockmarkets #bearmarket","Worried about the stock market's recent plunge? Don't. Panic. Losses are normal. Corrections are normal. And, if we get there, bear markets are normal too. #stockmarkets #bearmarket",1
1573,"Worst mistake I ever made during a Crypto Bear Market? 

#btc #bearmarket #crypto",Worst mistake I ever made during a Crypto Bear Market? #btc #bearmarket #crypto,2
1574,"Wow _¥³ @WHO Has Reported #Fake 4Million Covid Death In India.
This Means That India Has The Power To Bring @CommerceGov @USAGov To Foot That Is Why They Are Using Their Idiot Forces Like @UN , @UNICEF 
.
#MultiverseOfMadness #Ukraine #IGOT7 #buythedip #stockmarketcrash #Israel","Wow _¥3 <USER> Has Reported #Fake 4Million Covid Death In India. This Means That India Has The Power To Bring <USER> <USER> To Foot That Is Why They Are Using Their Idiot Forces Like <USER> , <USER> . #MultiverseOfMadness #Ukraine #IGOT7 #buythedip #stockmarketcrash #Israel",2
1575,Wtf is happening with the market? __ #bearmarket,Wtf is happening with the market? __ #bearmarket,2
1576,"XRP lawsuit ending could be the catalyst we need to lift us out of bearville. Hope your bags are packed.

#Ripple #XRP #XRPArmy #cryptocurrency #bearmarket",XRP lawsuit ending could be the catalyst we need to lift us out of bearville. Hope your bags are packed. #Ripple #XRP #XRPArmy #cryptocurrency #bearmarket,1
